"Nr","Datum","Jahr","Land","Stadt","Umsatz","Kosten","Rücksendung","Bereich","Produktgruppe","Logistik-Code","Kunde"
"1174","3/19/2028","2028","Südkorea","Anyang","6198.15","4958.52","","Bereich-3","prd-63","2-43665-1","C-107"
"1175","3/20/2028","2028","Südkorea","Anyang","7370.85","5896.68","","Bereich-2","prd-85","5-43668-1","C-65"
"1176","3/21/2028","2028","Vereinigtes Königreich","Birmingham","6883.50","5506.80","","Bereich-1","prd-45","7-43661-1","C-141"
"1177","3/22/2028","2028","USA","Topeka","5096.40","4077.12","","Bereich-4","prd-29","12-43658-1","C-53"
"1178","3/23/2028","2028","USA","Topeka","9855.15","7884.12","","Bereich-5","prd-3","1-43671-1","C-76"
"1179","3/24/2028","2028","Südkorea","Anyang","4320.45","3456.36","","Bereich-3","prd-63","2-43666-1","C-107"
"1180","3/25/2028","2028","Südkorea","Anyang","5602.05","4481.64","","Bereich-5","prd-3","2-43667-1","C-107"
"1181","3/26/2028","2028","Mexiko","Acapulco","4528.80","3623.04","","Bereich-5","prd-12","9-43657-1","C-117"
"1182","3/27/2028","2028","Deutschland","Nürnberg","8519.85","6815.88","1","Bereich-5","prd-5","3-43677-1","C-65"
"1183","3/28/2028","2028","Südkorea","Anyang","5446.35","4357.08","","Bereich-3","prd-68","2-43668-1","C-107"
"1184","3/29/2028","2028","Mexiko","Acapulco","6615.75","5292.60","","Bereich-3","prd-66","9-43658-1","C-117"
"1185","3/30/2028","2028","Südkorea","Miryang","4798.95","3839.16","","Bereich-1","prd-46","2-43669-1","C-107"
"1186","3/31/2028","2028","Deutschland","Nürnberg","7529.85","6023.88","","Bereich-5","prd-5","3-43647-1","C-65"
"1187","4/1/2028","2028","Südkorea","Miryang","3970.65","3176.52","","Bereich-4","prd-20","6-43656-1","C-85"
"1188","4/2/2028","2028","Mexiko","Acapulco","5171.70","4137.36","","Bereich-3","prd-61","8-43651-1","C-109"
"1189","4/3/2028","2028","Mexiko","Acapulco","7775.40","6220.32","","Bereich-4","prd-31","8-43652-1","C-109"
"1190","4/4/2028","2028","USA","Topeka","8656.95","6925.56","","Bereich-3","prd-64","1-43672-1","C-76"
"1191","4/5/2028","2028","USA","Topeka","6334.50","5067.60","","Bereich-1","prd-54","1-43673-1","C-76"
"1192","4/6/2028","2028","USA","Topeka","9067.35","7253.88","","Bereich-3","prd-61","1-43674-1","C-76"
"1193","4/7/2028","2028","Mexiko","Acapulco","5080.80","4064.64","","Bereich-4","prd-26","9-43659-1","C-117"
"1194","4/8/2028","2028","Südkorea","Miryang","2823.45","2258.76","","Bereich-3","prd-60","2-43670-1","C-107"
"1195","4/9/2028","2028","USA","Topeka","6114.30","4891.44","","Bereich-2","prd-91","1-43675-1","C-76"
"1196","4/10/2028","2028","China","Shenyang","4776.45","3821.16","","Bereich-3","prd-76","4-43669-1","C-124"
"1197","4/11/2028","2028","USA","Topeka","8737.50","6990.00","","Bereich-1","prd-48","1-43676-1","C-76"
"1198","4/12/2028","2028","Südkorea","Miryang","8157.00","6525.60","1","Bereich-4","prd-22","2-43671-1","C-107"
"1199","4/13/2028","2028","USA","Topeka","8983.95","7187.16","1","Bereich-1","prd-53","1-43677-1","C-76"
"1200","4/14/2028","2028","USA","Topeka","7414.80","5931.84","","Bereich-5","prd-18","1-43649-1","C-76"
"1201","4/15/2028","2028","Mexiko","Acapulco","5680.20","4544.16","","Bereich-3","prd-69","8-43653-1","C-109"
"1202","4/16/2028","2028","Vereinigtes Königreich","Birmingham","4713.00","3770.40","","Bereich-4","prd-35","7-43663-1","C-141"
"1203","4/17/2028","2028","China","Shenyang","5687.10","4549.68","","Bereich-2","prd-99","4-43670-1","C-124"
"1204","4/18/2028","2028","Vereinigtes Königreich","Birmingham","8206.80","6565.44","","Bereich-2","prd-87","10-43653-1","C-115"
"1205","4/19/2028","2028","USA","Topeka","7061.40","5649.12","","Bereich-4","prd-20","1-43650-1","C-76"
"1206","4/20/2028","2028","USA","Topeka","6714.90","5371.92","","Bereich-3","prd-61","1-43651-1","C-76"
"1207","4/21/2028","2028","USA","Topeka","8833.80","7067.04","","Bereich-5","prd-9","1-43652-1","C-76"
"1208","4/22/2028","2028","USA","Topeka","7419.45","5935.56","","Bereich-3","prd-69","1-43653-1","C-76"
"1209","4/23/2028","2028","Vereinigtes Königreich","Birmingham","7929.15","6343.32","","Bereich-5","prd-14","10-43654-1","C-115"
"1210","4/24/2028","2028","China","Shenyang","2608.20","2086.56","","Bereich-3","prd-68","4-43671-1","C-124"
"1211","4/25/2028","2028","USA","Topeka","7240.35","5792.28","","Bereich-2","prd-99","1-43654-1","C-76"
"1212","4/26/2028","2028","Vereinigtes Königreich","Birmingham","4402.35","3521.88","","Bereich-3","prd-75","7-43665-1","C-141"
"1213","4/27/2028","2028","Südkorea","Miryang","5625.00","4500.00","","Bereich-4","prd-38","2-43672-1","C-107"
"1214","4/28/2028","2028","Deutschland","Nürnberg","9233.40","7386.72","","Bereich-4","prd-29","3-43648-1","C-65"
"1215","4/29/2028","2028","Südkorea","Miryang","6363.30","5090.64","1","Bereich-2","prd-87","2-43673-1","C-107"
"1216","4/30/2028","2028","USA","Topeka","5629.20","4503.36","","Bereich-1","prd-56","12-43659-1","C-53"
"1217","5/1/2028","2028","China","Shenyang","6674.40","5339.52","","Bereich-2","prd-99","11-43654-1","C-137"
"1218","5/2/2028","2028","Deutschland","Nürnberg","7829.55","6263.64","","Bereich-3","prd-61","3-43649-1","C-65"
"1219","5/3/2028","2028","China","Shenyang","3237.75","2590.20","1","Bereich-2","prd-84","4-43672-1","C-124"
"1220","5/4/2028","2028","Mexiko","Acapulco","8255.40","6604.32","","Bereich-2","prd-98","8-43654-1","C-109"
"1221","5/5/2028","2028","USA","Phoenix","7669.05","6135.24","","Bereich-1","prd-45","1-43655-1","C-76"
"1222","5/6/2028","2028","Deutschland","Stuttgart","6746.70","5397.36","","Bereich-3","prd-67","3-43650-1","C-65"
"1223","5/7/2028","2028","Deutschland","Stuttgart","11168.25","8934.60","","Bereich-1","prd-57","3-43651-1","C-65"
"1224","5/8/2028","2028","Vereinigtes Königreich","Birmingham","6284.10","5027.28","","Bereich-4","prd-25","10-43655-1","C-115"
"1225","5/9/2028","2028","Vereinigtes Königreich","Birmingham","5839.95","4671.96","","Bereich-2","prd-95","7-43667-1","C-141"
"1226","5/10/2028","2028","USA","Phoenix","6838.50","5470.80","","Bereich-1","prd-49","1-43656-1","C-76"
"1227","5/11/2028","2028","China","Quingdao","3992.40","3193.92","","Bereich-4","prd-21","4-43673-1","C-124"
"1228","5/12/2028","2028","Deutschland","Stuttgart","6277.20","5021.76","","Bereich-3","prd-79","3-43652-1","C-65"
"1229","5/13/2028","2028","USA","Phoenix","4792.20","3833.76","","Bereich-2","prd-99","12-43660-1","C-53"
"1230","5/14/2028","2028","Südkorea","Miryang","2122.20","1697.76","","Bereich-4","prd-21","6-43657-1","C-85"
"1231","5/15/2028","2028","China","Quingdao","5023.35","4018.68","1","Bereich-4","prd-30","11-43655-1","C-137"
"1232","5/16/2028","2028","USA","Phoenix","3949.80","3159.84","","Bereich-5","prd-17","12-43661-1","C-53"
"1233","5/17/2028","2028","Südkorea","Miryang","6627.60","5302.08","","Bereich-3","prd-66","5-43669-1","C-65"
"1234","5/18/2028","2028","Südkorea","Miryang","4209.15","3367.32","","Bereich-2","prd-100","6-43658-1","C-85"
"1235","5/19/2028","2028","Mexiko","Acapulco","4766.10","3812.88","","Bereich-2","prd-91","9-43660-1","C-117"
"1236","5/20/2028","2028","Mexiko","Acapulco","7729.20","6183.36","1","Bereich-3","prd-68","8-43655-1","C-109"
"1237","5/21/2028","2028","USA","Phoenix","10502.10","8401.68","","Bereich-5","prd-9","1-43657-1","C-76"
"1238","5/22/2028","2028","USA","Phoenix","7094.40","5675.52","","Bereich-3","prd-79","1-43658-1","C-76"
"1239","5/23/2028","2028","Vereinigtes Königreich","Birmingham","7451.70","5961.36","","Bereich-2","prd-96","10-43656-1","C-115"
"1240","5/24/2028","2028","China","Quingdao","5460.75","4368.60","","Bereich-3","prd-68","11-43656-1","C-137"
"1241","5/25/2028","2028","Südkorea","Miryang","6454.50","5163.60","","Bereich-3","prd-72","2-43674-1","C-107"
"1242","5/26/2028","2028","USA","Phoenix","7398.75","5919.00","1","Bereich-2","prd-85","1-43659-1","C-76"
"1243","5/27/2028","2028","Deutschland","Stuttgart","8863.35","7090.68","","Bereich-4","prd-38","3-43653-1","C-65"
"1244","5/28/2028","2028","Südkorea","Miryang","4982.10","3985.68","","Bereich-5","prd-16","2-43675-1","C-107"
"1245","5/29/2028","2028","USA","Phoenix","7623.60","6098.88","1","Bereich-4","prd-37","1-43660-1","C-76"
"1246","5/30/2028","2028","Südkorea","Miryang","6353.10","5082.48","","Bereich-1","prd-42","2-43676-1","C-107"
"1247","5/31/2028","2028","USA","Richmond","4927.95","3942.36","","Bereich-5","prd-15","12-43662-1","C-53"
"1248","6/1/2028","2028","USA","Richmond","5653.35","4522.68","","Bereich-1","prd-48","1-43661-1","C-76"
"1249","6/2/2028","2028","Mexiko","Acapulco","7067.70","5654.16","","Bereich-3","prd-72","9-43661-1","C-117"
"1250","6/3/2028","2028","USA","Richmond","8110.50","6488.40","","Bereich-1","prd-51","1-43662-1","C-76"
"1251","6/4/2028","2028","USA","Richmond","4433.70","3546.96","1","Bereich-1","prd-47","12-43663-1","C-53"
"1252","6/5/2028","2028","USA","Richmond","4954.20","3963.36","","Bereich-5","prd-6","1-43663-1","C-76"
"1253","6/6/2028","2028","Mexiko","Acapulco","6609.90","5287.92","","Bereich-5","prd-4","9-43662-1","C-117"
"1254","6/7/2028","2028","Südkorea","Miryang","4082.10","3265.68","","Bereich-2","prd-84","2-43677-1","C-107"
"1255","6/8/2028","2028","USA","Richmond","8219.25","6575.40","","Bereich-2","prd-80","1-43664-1","C-76"
"1256","6/9/2028","2028","USA","Richmond","6629.70","5303.76","","Bereich-3","prd-76","12-43664-1","C-53"
"1257","6/10/2028","2028","Südkorea","Miryang","5734.35","4587.48","","Bereich-5","prd-1","2-43647-1","C-107"
"1258","6/11/2028","2028","USA","Richmond","5287.05","4229.64","","Bereich-4","prd-39","12-43665-1","C-53"
"1259","6/12/2028","2028","USA","San José","6337.35","5069.88","1","Bereich-3","prd-69","12-43666-1","C-53"
"1260","6/13/2028","2028","USA","San José","6812.55","5450.04","","Bereich-1","prd-54","12-43667-1","C-53"
"1261","6/14/2028","2028","USA","San José","4273.80","3419.04","","Bereich-1","prd-42","12-43668-1","C-53"
"1262","6/15/2028","2028","China","Quingdao","5420.10","4336.08","","Bereich-5","prd-1","11-43657-1","C-137"
"1263","6/16/2028","2028","Deutschland","Stuttgart","7609.35","6087.48","","Bereich-4","prd-29","3-43654-1","C-65"
"1264","6/17/2028","2028","USA","San José","6046.95","4837.56","","Bereich-2","prd-80","1-43665-1","C-76"
"1265","6/18/2028","2028","Deutschland","Stuttgart","6892.95","5514.36","","Bereich-2","prd-81","3-43655-1","C-65"
"1266","6/19/2028","2028","Vereinigtes Königreich","Birmingham","6472.80","5178.24","","Bereich-4","prd-20","7-43669-1","C-141"
"1267","6/20/2028","2028","Südkorea","Miryang","9752.10","7801.68","","Bereich-1","prd-51","5-43670-1","C-65"
"1268","6/21/2028","2028","Deutschland","Stuttgart","8967.00","7173.60","","Bereich-5","prd-13","3-43656-1","C-65"
"1269","6/22/2028","2028","Mexiko","Acapulco","4487.85","3590.28","","Bereich-5","prd-16","9-43663-1","C-117"
"1270","6/23/2028","2028","USA","San José","7951.50","6361.20","","Bereich-1","prd-45","1-43666-1","C-76"
"1271","6/24/2028","2028","USA","San José","4648.80","3719.04","","Bereich-4","prd-26","12-43669-1","C-53"
"1272","6/25/2028","2028","China","Quingdao","4858.35","3886.68","","Bereich-1","prd-43","4-43674-1","C-124"
"1273","6/26/2028","2028","China","Quingdao","5170.05","4136.04","","Bereich-1","prd-57","4-43675-1","C-124"
"1274","6/27/2028","2028","USA","San José","8608.35","6886.68","","Bereich-5","prd-13","1-43667-1","C-76"
"1275","6/28/2028","2028","China","Quingdao","6747.15","5397.72","","Bereich-3","prd-71","11-43658-1","C-137"
"1276","6/29/2028","2028","China","Quingdao","4182.00","3345.60","","Bereich-5","prd-6","4-43676-1","C-124"
"1277","6/30/2028","2028","Vereinigtes Königreich","Birmingham","6430.50","5144.40","","Bereich-3","prd-74","10-43657-1","C-115"
"1278","7/1/2028","2028","USA","San José","8220.15","6576.12","1","Bereich-5","prd-18","1-43668-1","C-76"
"1279","7/2/2028","2028","Südkorea","Miryang","6187.80","4950.24","","Bereich-1","prd-59","2-43648-1","C-107"
"1280","7/3/2028","2028","Südkorea","Miryang","8526.75","6821.40","","Bereich-5","prd-7","5-43671-1","C-65"
"1281","7/4/2028","2028","Südkorea","Miryang","6481.80","5185.44","","Bereich-3","prd-78","5-43672-1","C-65"
"1282","7/5/2028","2028","USA","San José","8104.05","6483.24","","Bereich-3","prd-62","1-43669-1","C-76"
"1283","7/6/2028","2028","USA","San José","7971.75","6377.40","","Bereich-4","prd-26","1-43670-1","C-76"
"1284","7/7/2028","2028","Mexiko","Torreón","5402.70","4322.16","","Bereich-2","prd-93","9-43664-1","C-117"
"1285","7/8/2028","2028","USA","San José","7450.35","5960.28","","Bereich-3","prd-68","1-43671-1","C-76"
"1286","7/9/2028","2028","Südkorea","Silheung","5780.40","4624.32","","Bereich-5","prd-13","6-43659-1","C-85"
"1287","7/10/2028","2028","Deutschland","Stuttgart","8439.75","6751.80","","Bereich-5","prd-16","3-43657-1","C-65"
"1288","7/11/2028","2028","Deutschland","Stuttgart","9133.80","7307.04","","Bereich-3","prd-74","3-43658-1","C-65"
"1289","7/12/2028","2028","Südkorea","Silheung","5716.05","4572.84","","Bereich-2","prd-91","2-43649-1","C-107"
"1290","7/13/2028","2028","Mexiko","Torreón","4090.20","3272.16","1","Bereich-2","prd-98","8-43656-1","C-109"
"1291","7/14/2028","2028","Südkorea","Silheung","7597.80","6078.24","","Bereich-3","prd-67","5-43673-1","C-65"
"1292","7/15/2028","2028","Vereinigtes Königreich","Leicester","6995.40","5596.32","","Bereich-5","prd-18","10-43658-1","C-115"
"1293","7/16/2028","2028","Südkorea","Silheung","4672.50","3738.00","","Bereich-5","prd-6","6-43660-1","C-85"
"1294","7/17/2028","2028","Südkorea","Silheung","2756.70","2205.36","1","Bereich-5","prd-19","2-43650-1","C-107"
"1295","7/18/2028","2028","USA","San José","4091.10","3272.88","","Bereich-3","prd-67","12-43670-1","C-53"
"1296","7/19/2028","2028","Deutschland","Stuttgart","8039.85","6431.88","","Bereich-3","prd-76","3-43659-1","C-65"
"1297","7/20/2028","2028","USA","San José","5920.50","4736.40","","Bereich-2","prd-80","12-43671-1","C-53"
"1298","7/21/2028","2028","Südkorea","Silheung","4330.65","3464.52","","Bereich-3","prd-78","5-43674-1","C-65"
"1299","7/22/2028","2028","Südkorea","Silheung","6565.20","5252.16","","Bereich-3","prd-71","6-43661-1","C-85"
"1300","7/23/2028","2028","Deutschland","Stuttgart","7238.25","5790.60","","Bereich-4","prd-27","3-43660-1","C-65"
"1301","7/24/2028","2028","Mexiko","Torreón","4089.75","3271.80","","Bereich-2","prd-87","9-43665-1","C-117"
"1302","7/25/2028","2028","Südkorea","Silheung","6386.70","5109.36","1","Bereich-5","prd-19","5-43675-1","C-65"
"1303","7/26/2028","2028","China","Quingdao","4296.75","3437.40","1","Bereich-3","prd-68","4-43677-1","C-124"
"1304","7/27/2028","2028","Südkorea","Silheung","5283.00","4226.40","","Bereich-4","prd-24","5-43676-1","C-65"
"1305","7/28/2028","2028","Deutschland","Stuttgart","6944.70","5555.76","","Bereich-3","prd-68","3-43661-1","C-65"
"1306","7/29/2028","2028","Deutschland","Stuttgart","6096.15","4876.92","","Bereich-4","prd-27","3-43662-1","C-65"
"1307","7/30/2028","2028","China","Quingdao","6448.65","5158.92","1","Bereich-1","prd-56","4-43647-1","C-124"
"1308","7/31/2028","2028","Vereinigtes Königreich","Leicester","9498.75","7599.00","1","Bereich-1","prd-45","10-43659-1","C-115"
"1309","8/1/2028","2028","Deutschland","Stuttgart","11552.70","9242.16","","Bereich-2","prd-89","3-43663-1","C-65"
"1310","8/2/2028","2028","Deutschland","Stuttgart","4195.35","3356.28","","Bereich-2","prd-99","3-43664-1","C-65"
"1311","8/3/2028","2028","Südkorea","Silheung","5197.50","4158.00","1","Bereich-2","prd-94","2-43651-1","C-107"
"1312","8/4/2028","2028","Vereinigtes Königreich","Leicester","5408.70","4326.96","","Bereich-5","prd-8","7-43671-1","C-141"
"1313","8/5/2028","2028","Deutschland","Stuttgart","5086.50","4069.20","","Bereich-3","prd-79","3-43665-1","C-65"
"1314","8/6/2028","2028","China","Quingdao","5936.25","4749.00","","Bereich-5","prd-16","4-43648-1","C-124"
"1315","8/7/2028","2028","Südkorea","Silheung","4559.85","3647.88","","Bereich-1","prd-58","2-43652-1","C-107"
"1316","8/8/2028","2028","Südkorea","Silheung","4480.65","3584.52","","Bereich-4","prd-24","5-43677-1","C-65"
"1317","8/9/2028","2028","Mexiko","Torreón","4515.30","3612.24","","Bereich-2","prd-91","9-43666-1","C-117"
"1318","8/10/2028","2028","USA","San José","9140.25","7312.20","","Bereich-5","prd-12","1-43672-1","C-76"
"1319","8/11/2028","2028","Südkorea","Silheung","5289.45","4231.56","","Bereich-1","prd-48","2-43653-1","C-107"
"1320","8/12/2028","2028","Mexiko","Torreón","6936.60","5549.28","1","Bereich-2","prd-95","8-43657-1","C-109"
"1321","8/13/2028","2028","Südkorea","Silheung","7634.85","6107.88","","Bereich-5","prd-19","5-43649-1","C-65"
"1322","8/14/2028","2028","Deutschland","Stuttgart","7638.00","6110.40","","Bereich-1","prd-52","3-43666-1","C-65"
"1323","8/15/2028","2028","Deutschland","Stuttgart","5907.75","4726.20","","Bereich-5","prd-4","3-43667-1","C-65"
"1324","8/16/2028","2028","Südkorea","Silheung","12093.30","9674.64","","Bereich-1","prd-43","5-43650-1","C-65"
"1325","8/17/2028","2028","Vereinigtes Königreich","Leicester","5640.90","4512.72","","Bereich-1","prd-57","7-43673-1","C-141"
"1326","8/18/2028","2028","USA","San José","7719.60","6175.68","","Bereich-5","prd-6","1-43673-1","C-76"
"1327","8/19/2028","2028","Südkorea","Silheung","6643.20","5314.56","","Bereich-5","prd-15","2-43654-1","C-107"
"1328","8/20/2028","2028","China","Quingdao","5241.30","4193.04","","Bereich-1","prd-57","11-43659-1","C-137"
"1329","8/21/2028","2028","Deutschland","Stuttgart","5156.55","4125.24","","Bereich-3","prd-67","3-43668-1","C-65"
"1330","8/22/2028","2028","USA","San José","4236.75","3389.40","","Bereich-4","prd-31","12-43672-1","C-53"
"1331","8/23/2028","2028","China","Quingdao","6972.60","5578.08","","Bereich-3","prd-62","4-43649-1","C-124"
"1332","8/24/2028","2028","USA","San José","8302.95","6642.36","1","Bereich-1","prd-48","12-43673-1","C-53"
"1333","8/25/2028","2028","China","Quingdao","5892.00","4713.60","1","Bereich-2","prd-99","4-43650-1","C-124"
"1334","8/26/2028","2028","Südkorea","Silheung","8496.90","6797.52","","Bereich-5","prd-13","5-43651-1","C-65"
"1335","8/27/2028","2028","Mexiko","Torreón","5104.95","4083.96","","Bereich-3","prd-77","9-43667-1","C-117"
"1336","8/28/2028","2028","Südkorea","Silheung","6159.30","4927.44","","Bereich-3","prd-65","6-43662-1","C-85"
"1337","8/29/2028","2028","USA","Sacramento","4681.20","3744.96","","Bereich-2","prd-96","12-43674-1","C-53"
"1338","8/30/2028","2028","Südkorea","Silheung","5891.25","4713.00","","Bereich-1","prd-55","5-43652-1","C-65"
"1339","8/31/2028","2028","Südkorea","Silheung","3859.80","3087.84","","Bereich-2","prd-97","2-43655-1","C-107"
"1340","9/1/2028","2028","USA","Sacramento","6860.85","5488.68","","Bereich-5","prd-1","1-43674-1","C-76"
"1341","9/2/2028","2028","USA","Sacramento","5734.95","4587.96","1","Bereich-2","prd-98","12-43675-1","C-53"
"1342","9/3/2028","2028","Vereinigtes Königreich","Leicester","4671.75","3737.40","","Bereich-5","prd-19","7-43675-1","C-141"
"1343","9/4/2028","2028","USA","Sacramento","9565.50","7652.40","","Bereich-1","prd-57","1-43675-1","C-76"
"1344","9/5/2028","2028","USA","Sacramento","7279.20","5823.36","","Bereich-3","prd-60","1-43676-1","C-76"
"1345","9/6/2028","2028","Deutschland","Stuttgart","9294.30","7435.44","","Bereich-2","prd-99","3-43669-1","C-65"
"1346","9/7/2028","2028","Deutschland","Stuttgart","9065.25","7252.20","","Bereich-3","prd-65","3-43670-1","C-65"
"1347","9/8/2028","2028","Mexiko","Torreón","4472.10","3577.68","","Bereich-5","prd-9","9-43668-1","C-117"
"1348","9/9/2028","2028","Vereinigtes Königreich","Leicester","8533.05","6826.44","","Bereich-4","prd-32","10-43660-1","C-115"
"1349","9/10/2028","2028","USA","Sacramento","5570.85","4456.68","","Bereich-2","prd-89","12-43676-1","C-53"
"1350","9/11/2028","2028","Südkorea","Silheung","6458.85","5167.08","1","Bereich-2","prd-86","2-43656-1","C-107"
"1351","9/12/2028","2028","Südkorea","Silheung","5418.00","4334.40","","Bereich-4","prd-22","2-43657-1","C-107"
"1352","9/13/2028","2028","Südkorea","Silheung","5707.35","4565.88","","Bereich-5","prd-14","2-43658-1","C-107"
"1353","9/14/2028","2028","Vereinigtes Königreich","Leicester","7622.40","6097.92","","Bereich-5","prd-11","10-43661-1","C-115"
"1354","9/15/2028","2028","Südkorea","Silheung","3759.90","3007.92","","Bereich-4","prd-25","2-43659-1","C-107"
"1355","9/16/2028","2028","Südkorea","Silheung","7080.15","5664.12","1","Bereich-4","prd-25","5-43653-1","C-65"
"1356","9/17/2028","2028","Mexiko","Torreón","6050.55","4840.44","","Bereich-1","prd-43","8-43658-1","C-109"
"1357","9/18/2028","2028","China","Quingdao","5502.75","4402.20","","Bereich-1","prd-51","4-43651-1","C-124"
"1358","9/19/2028","2028","Deutschland","Stuttgart","8143.50","6514.80","","Bereich-1","prd-45","3-43671-1","C-65"
"1359","9/20/2028","2028","USA","Sacramento","7712.25","6169.80","","Bereich-5","prd-6","1-43677-1","C-76"
"1360","9/21/2028","2028","China","Quingdao","5776.65","4621.32","","Bereich-3","prd-75","11-43660-1","C-137"
"1361","9/22/2028","2028","China","Quingdao","4873.35","3898.68","1","Bereich-3","prd-68","4-43652-1","C-124"
"1362","9/23/2028","2028","Südkorea","Yangsan-si","3825.60","3060.48","","Bereich-5","prd-14","2-43660-1","C-107"
"1363","9/24/2028","2028","USA","Sacramento","5938.80","4751.04","","Bereich-2","prd-80","1-43649-2","C-76"
"1364","9/25/2028","2028","USA","Sacramento","4419.00","3535.20","","Bereich-1","prd-47","1-43650-2","C-76"
"1365","9/26/2028","2028","Südkorea","Yangsan-si","3884.55","3107.64","","Bereich-2","prd-89","2-43661-1","C-107"
"1366","9/27/2028","2028","Deutschland","Stuttgart","7270.65","5816.52","1","Bereich-2","prd-97","3-43672-1","C-65"
"1367","9/28/2028","2028","Südkorea","Yangsan-si","5283.75","4227.00","","Bereich-2","prd-82","2-43662-1","C-107"
"1368","9/29/2028","2028","China","Quingdao","4496.25","3597.00","","Bereich-3","prd-68","4-43653-1","C-124"
"1369","9/30/2028","2028","USA","Sacramento","7795.05","6236.04","","Bereich-4","prd-35","1-43651-2","C-76"
"1370","10/1/2028","2028","Südkorea","Yangsan-si","6586.05","5268.84","","Bereich-3","prd-73","2-43663-1","C-107"
"1371","10/2/2028","2028","Vereinigtes Königreich","Leicester","7890.45","6312.36","","Bereich-3","prd-78","10-43662-1","C-115"
"1372","10/3/2028","2028","Südkorea","Yangsan-si","8762.40","7009.92","","Bereich-5","prd-6","5-43654-1","C-65"
"1373","10/4/2028","2028","Südkorea","Yangsan-si","8589.90","6871.92","1","Bereich-3","prd-61","2-43664-1","C-107"
"1374","10/5/2028","2028","USA","Sacramento","7632.90","6106.32","","Bereich-2","prd-84","1-43652-2","C-76"
"1375","10/6/2028","2028","USA","Sacramento","8977.35","7181.88","","Bereich-4","prd-29","1-43653-2","C-76"
"1376","10/7/2028","2028","Südkorea","Yangsan-si","6019.05","4815.24","","Bereich-3","prd-77","6-43663-1","C-85"
"1377","10/8/2028","2028","Südkorea","Yangsan-si","6482.40","5185.92","","Bereich-2","prd-96","5-43655-1","C-65"
"1378","10/9/2028","2028","Deutschland","Stuttgart","9192.15","7353.72","","Bereich-1","prd-50","3-43673-1","C-65"
"1379","10/10/2028","2028","Mexiko","Torreón","9808.95","7847.16","1","Bereich-3","prd-72","8-43659-1","C-109"
"1380","10/11/2028","2028","USA","Sacramento","8303.55","6642.84","","Bereich-2","prd-88","1-43654-2","C-76"
